"Datum";"Zählerstand morgens";"Zählerstand abends";"Produktion";"Eigen verbrauch";"eingespeist"
12.06.2015;26962;27007;52,3;7,30;45,00
13.06.2015;27007;27056;57,5;8,50;49,00
14.06.2015;27056;27104;53;5,00;48,00
15.06.2015;27104;27118;19,3;5,30;14,00
16.06.2015;27118;27138;28,8;8,80;20,00
17.06.2015;27138;27187;57,7;8,70;49,00
18.06.2015;27187;27196;14,8;5,80;9,00
19.06.2015;27196;27215;27;8,00;19,00
20.06.2015;27215;27234;24,1;5,10;19,00
21.06.2015;27234;27265;41,1;10,10;31,00
22.06.2015;27265;27278;20,8;7,80;13,00
23.06.2015;27278;27303;31,9;6,90;25,00
24.06.2015;27303;27351;58,9;10,90;48,00
25.06.2015;27351;27399;55,8;7,80;48,00
26.06.2015;27399;27447;59,2;11,20;48,00
27.06.2015;27447;27475;33,8;5,80;28,00
28.06.2015;27475;27528;59;6,00;53,00
29.06.2015;27528;27572;54,7;10,70;44,00
30.06.2015;27572;27622;60,3;10,30;50,00
01.07.2015;27622;27673;60;9,00;51,00
02.07.2015;27673;27724;58,5;7,50;51,00
03.07.2015;27724;27761;44,4;7,40;37,00
04.07.2015;27761;27808;54,9;7,90;47,00
05.07.2015;27808;27857;57;8,00;49,00
06.07.2015;27857;27910;60,2;7,20;53,00
07.07.2015;27910;27956;53,8;7,80;46,00
08.07.2015;27956;27989;39,6;6,60;33,00
09.07.2015;27989;28010;26,1;5,10;21,00
10.07.2015;28010;28065;63,5;8,50;55,00
11.07.2015;28065;28113;58;10,00;48,00
12.07.2015;28113;28148;48,8;13,80;35,00
13.07.2015;28148;28164;24,2;8,20;16,00
14.07.2015;28164;28196;37;5,00;32,00
15.07.2015;28196;28245;57;8,00;49,00
16.07.2015;28245;28293;58,5;10,50;48,00
17.07.2015;28293;28335;49,6;7,60;42,00
18.07.2015;28335;28361;31,2;5,20;26,00
19.07.2015;28361;28380;26,5;7,50;19,00
20.07.2015;28380;28416;41,9;5,90;36,00
21.07.2015;28416;28469;58,7;5,70;53,00
22.07.2015;28469;28502;40,1;7,10;33,00
23.07.2015;28502;28531;35;6,00;29,00
24.07.2015;28531;28578;54,7;7,70;47,00
25.07.2015;28578;28627;59,2;10,20;49,00
26.07.2015;28627;28670;55;12,00;43,00
27.07.2015;28670;28709;45;6,00;39,00
28.07.2015;28709;28738;36,6;7,60;29,00
29.07.2015;28738;28749;17,1;6,10;11,00
30.07.2015;28749;28792;50,6;7,60;43,00
31.07.2015;28792;28847;59,3;4,30;55,00
01.08.2015;28847;28864;24,6;7,60;17,00
02.08.2015;28864;28912;56,6;8,60;48,00
03.08.2015;28912;28965;59,7;6,70;53,00
04.08.2015;28965;28997;36,2;4,20;32,00
05.08.2015;28997;29037;47,3;7,30;40,00
06.08.2015;29037;29078;48,3;7,30;41,00
07.08.2015;29078;29118;47;7,00;40,00
08.08.2015;29118;29162;54,3;10,30;44,00
09.08.2015;29162;29201;43,4;4,40;39,00
10.08.2015;29201;29217;23,4;7,40;16,00
11.08.2015;29217;29257;50,2;10,20;40,00
12.08.2015;29257;29298;52,2;11,20;41,00
13.08.2015;29298;29339;53,4;12,40;41,00
14.08.2015;29339;29369;37,7;7,70;30,00
15.08.2015;29369;29384;21;6,00;15,00
16.08.2015;29384;29390;12,6;6,60;6,00
17.08.2015;29390;29398;14,8;6,80;8,00
18.08.2015;29398;29438;49,7;9,70;40,00
19.08.2015;29438;29442;11,5;7,50;4,00
20.08.2015;29442;29467;35,6;10,60;25,00
21.08.2015;29467;29510;50,5;7,50;43,00
22.08.2015;29510;29553;54;11,00;43,00
23.08.2015;29553;29577;34;10,00;24,00
24.08.2015;29577;29591;24,4;10,40;14,00
25.08.2015;29591;29641;59,6;9,60;50,00
26.08.2015;29641;29690;59,5;10,50;49,00
27.08.2015;29690;29731;52,6;11,60;41,00
28.08.2015;29731;29752;28;7,00;21,00
29.08.2015;29752;29800;53,8;5,80;48,00
30.08.2015;29800;29843;53,3;10,30;43,00
31.08.2015;29843;29884;52,3;11,30;41,00
01.09.2015;29884;29896;18,7;6,70;12,00
02.09.2015;29896;29933;48,8;11,80;37,00
03.09.2015;29933;29947;25,8;11,80;14,00
04.09.2015;29947;29984;49,9;12,90;37,00
05.09.2015;29984;30004;30,7;10,70;20,00
06.09.2015;30004;30027;30,6;7,60;23,00
07.09.2015;30027;30045;26,6;8,60;18,00
08.09.2015;30045;30074;40;11,00;29,00
09.09.2015;30074;30108;44,8;10,80;34,00
10.09.2015;30108;30151;52,7;9,70;43,00
11.09.2015;30151;30187;47,9;11,90;36,00
12.09.2015;30187;30222;43,3;8,30;35,00
13.09.2015;30222;30235;20,4;7,40;13,00
14.09.2015;30235;30256;25,5;4,50;21,00
15.09.2015;30256;30275;27,9;8,90;19,00
16.09.2015;30275;30280;11,9;6,90;5,00
17.09.2015;30280;30282;7;5,00;2,00
18.09.2015;30282;30297;23;8,00;15,00
19.09.2015;30297;30316;27;8,00;19,00
20.09.2015;30316;30324;17,5;9,50;8,00
21.09.2015;30324;30366;52;10,00;42,00
22.09.2015;30366;30371;14,2;9,20;5,00
23.09.2015;30371;30379;14,1;6,10;8,00
24.09.2015;30379;30407;37,1;9,10;28,00
25.09.2015;30407;30428;31,4;10,40;21,00
26.09.2015;30428;30443;24,3;9,30;15,00
27.09.2015;30443;30465;31,6;9,60;22,00
28.09.2015;30465;30485;30,3;10,30;20,00
29.09.2015;30485;30529;52,2;8,20;44,00
30.09.2015;30529;30573;54,9;10,90;44,00
01.10.2015;30573;30618;53,8;8,80;45,00
02.10.2015;30618;30657;50;11,00;39,00
03.10.2015;30657;30693;44;8,00;36,00
04.10.2015;30693;30696;9,2;6,20;3,00
05.10.2015;30696;30714;25,1;7,10;18,00
06.10.2015;30714;30724;15,9;5,90;10,00
07.10.2015;30724;30730;10;4,00;6,00
08.10.2015;30730;30745;24,8;9,80;15,00
09.10.2015;30745;30756;17,5;6,50;11,00
10.10.2015;30756;30758;6,3;4,30;2,00
11.10.2015;30758;30770;16,4;4,40;12,00
12.10.2015;30770;30804;41,8;7,80;34,00
13.10.2015;30804;30809;11;6,00;5,00
14.10.2015;30809;30811;5,5;3,50;2,00
15.10.2015;30811;30811;3,5;3,50;0,00
16.10.2015;30811;30811;2,6;2,60;0,00
17.10.2015;30811;30817;10;4,00;6,00
18.10.2015;30817;30820;6,1;3,10;3,00
19.10.2015;30820;30825;9;4,00;5,00
20.10.2015;30825;30830;10,5;5,50;5,00
21.10.2015;30830;30844;22,3;8,30;14,00
22.10.2015;30844;30856;21;9,00;12,00
23.10.2015;30856;30859;7,9;4,90;3,00
24.10.2015;30859;30885;34,6;8,60;26,00
25.10.2015;30885;30891;8,6;2,60;6,00
26.10.2015;30891;30915;34,1;10,10;24,00
27.10.2015;30915;30933;25,1;7,10;18,00
28.10.2015;30933;30945;20,2;8,20;12,00
29.10.2015;30945;30946;3,9;2,90;1,00
30.10.2015;30946;30948;6,1;4,10;2,00
31.10.2015;30948;30956;14,9;6,90;8,00
01.11.2015;30956;30972;23;7,00;16,00
02.11.2015;30972;30984;20,7;8,70;12,00
03.11.2015;30984;31008;32;8,00;24,00
04.11.2015;31008;31036;35,6;7,60;28,00
05.11.2015;31036;31061;34;9,00;25,00
06.11.2015;31061;31073;18,5;6,50;12,00
07.11.2015;31073;31086;15;2,00;13,00
08.11.2015;31086;31106;27,4;7,40;20,00
09.11.2015;31106;31115;12,1;3,10;9,00
10.11.2015;31115;31134;26,3;7,30;19,00
11.11.2015;31134;31165;34,6;3,60;31,00
12.11.2015;31165;31192;32,1;5,10;27,00
13.11.2015;31192;31196;9,6;5,60;4,00
14.11.2015;31196;31216;23,2;3,20;20,00
15.11.2015;31216;31230;22,1;8,10;14,00
16.11.2015;31230;31253;28,6;5,60;23,00
17.11.2015;31253;31254;3,2;2,20;1,00
18.11.2015;31254;31267;19,2;6,20;13,00
19.11.2015;31267;31277;12,7;2,70;10,00
20.11.2015;31277;31277;0,9;0,90;0,00
21.11.2015;31277;31282;9,3;4,30;5,00
22.11.2015;31282;31282;0,6;0,60;0,00
23.11.2015;31282;31284;4,4;2,40;2,00
24.11.2015;31284;31302;24;6,00;18,00
25.11.2015;31302;31302;3,4;3,40;0,00
26.11.2015;31302;31302;1,3;1,30;0,00
27.11.2015;31302;31318;27;11,00;16,00
28.11.2015;31318;31318;0,7;0,70;0,00
29.11.2015;31318;31320;3,9;1,90;2,00
30.11.2015;31320;31321;3,1;2,10;1,00
01.12.2015;31321;31321;2,1;2,10;0,00
02.12.2015;31321;31323;4;2,00;2,00
03.12.2015;31323;31336;17,7;4,70;13,00
04.12.2015;31336;31337;4;3,00;1,00
05.12.2015;31337;31355;22,5;4,50;18,00
06.12.2015;31355;31373;25,8;7,80;18,00
07.12.2015;31373;31391;23,9;5,90;18,00
08.12.2015;31391;31407;21;5,00;16,00
09.12.2015;31407;31410;4,8;1,80;3,00
10.12.2015;31410;31430;25,8;5,80;20,00
11.12.2015;31430;31437;16,1;9,10;7,00
12.12.2015;31437;31448;14,9;3,90;11,00
13.12.2015;31448;31455;8,6;1,60;7,00
14.12.2015;31455;31472;23,3;6,30;17,00
15.12.2015;31472;31474;3,5;1,50;2,00
16.12.2015;31474;31476;3,5;1,50;2,00
17.12.2015;31476;31481;10,1;5,10;5,00
18.12.2015;31481;31490;12;3,00;9,00
19.12.2015;31490;31502;17,6;5,60;12,00
20.12.2015;31502;31518;22,5;6,50;16,00
21.12.2015;31518;31519;3,9;2,90;1,00
22.12.2015;31519;31536;21,8;4,80;17,00
23.12.2015;31536;31541;11,3;6,30;5,00
24.12.2015;31541;31549;12,5;4,50;8,00
25.12.2015;31549;31562;21,2;8,20;13,00
26.12.2015;31562;31579;22,6;5,60;17,00
27.12.2015;31579;31594;22,1;7,10;15,00
28.12.2015;31594;31617;24,2;1,20;23,00
29.12.2015;31617;31628;23,6;12,60;11,00
30.12.2015;31628;31639;16,1;5,10;11,00
31.12.2015;31639;31639;2;2,00;0,00
