"Datum";"Zählerstand morgens";"Zählerstand abends";"Produktion";"Eigen verbrauch";"eingespeist"
19.04.2016;33134;33171;48,1;11,10;37,00
20.04.2016;33171;33222;62,8;11,80;51,00
21.04.2016;33222;33270;61,1;13,10;48,00
22.04.2016;33270;33299;38,2;9,20;29,00
23.04.2016;33299;33306;10,8;3,80;7,00
24.04.2016;33306;33333;34;7,00;27,00
25.04.2016;33333;33357;29,3;5,30;24,00
26.04.2016;33357;33362;10,2;5,20;5,00
27.04.2016;33362;33399;44,1;7,10;37,00
28.04.2016;33399;33429;39,1;9,10;30,00
29.04.2016;33429;33471;52,7;10,70;42,00
30.04.2016;33471;33511;45,3;5,30;40,00
01.05.2016;33511;33531;28,2;8,20;20,00
02.05.2016;33531;33577;56,6;10,60;46,00
03.05.2016;33577;33599;29,6;7,60;22,00
04.05.2016;33599;33644;53,5;8,50;45,00
05.05.2016;33644;33700;66,6;10,60;56,00
06.05.2016;33700;33757;63,4;6,40;57,00
07.05.2016;33757;33803;60,3;14,30;46,00
08.05.2016;33803;33857;62,8;8,80;54,00
09.05.2016;33857;33902;53,4;8,40;45,00
10.05.2016;33902;33921;23,5;4,50;19,00
11.05.2016;33921;33955;43,2;9,20;34,00
12.05.2016;33955;33958;6,7;3,70;3,00
13.05.2016;33958;33965;13,4;6,40;7,00
14.05.2016;33965;33975;12;2,00;10,00
15.05.2016;33975;33991;25,2;9,20;16,00
16.05.2016;33991;33998;12,1;5,10;7,00
17.05.2016;33998;34025;33,1;6,10;27,00
18.05.2016;34025;34061;49,1;13,10;36,00
19.05.2016;34061;34079;25,5;7,50;18,00
20.05.2016;34079;34134;61,2;6,20;55,00
21.05.2016;34134;34186;60,1;8,10;52,00
22.05.2016;34186;34232;54,6;8,60;46,00
23.05.2016;34232;34241;13,8;4,80;9,00
24.05.2016;34241;34246;10,1;5,10;5,00
25.05.2016;34246;34283;42,6;5,60;37,00
26.05.2016;34283;34335;62,3;10,30;52,00
27.05.2016;34335;34380;48,2;3,20;45,00
28.05.2016;34380;34408;38,4;10,40;28,00
29.05.2016;34408;34427;26;7,00;19,00
30.05.2016;34427;34460;38,8;5,80;33,00
31.05.2016;34460;34476;28,3;12,30;16,00
01.06.2016;34476;34499;28,2;5,20;23,00
02.06.2016;34499;34512;21,6;8,60;13,00
03.06.2016;34512;34531;28,2;9,20;19,00
04.06.2016;34531;34557;32,5;6,50;26,00
05.06.2016;34557;34573;24,7;8,70;16,00
06.06.2016;34573;34624;61,1;10,10;51,00
07.06.2016;34624;34662;50,3;12,30;38,00
08.06.2016;34662;34679;20,4;3,40;17,00
09.06.2016;34679;34714;42,3;7,30;35,00
10.06.2016;34714;34766;61,5;9,50;52,00
11.06.2016;34766;34781;21,4;6,40;15,00
12.06.2016;34781;34803;28,5;6,50;22,00
13.06.2016;34803;34829;33,3;7,30;26,00
14.06.2016;34829;34851;27;5,00;22,00
15.06.2016;34851;34883;41,3;9,30;32,00
16.06.2016;34883;34893;16,3;6,30;10,00
17.06.2016;34893;34928;44,6;9,60;35,00
18.06.2016;34928;34959;37,6;6,60;31,00
19.06.2016;34959;34983;32,6;8,60;24,00
20.06.2016;34983;35026;53,9;10,90;43,00
21.06.2016;35026;35060;38,7;4,70;34,00
22.06.2016;35060;35115;61,7;6,70;55,00
23.06.2016;35115;35167;61,2;9,20;52,00
24.06.2016;35167;35216;58,9;9,90;49,00
25.06.2016;35216;35246;34,8;4,80;30,00
26.06.2016;35246;35286;49,1;9,10;40,00
27.06.2016;35286;35333;52,2;5,20;47,00
28.06.2016;35333;35372;53,8;14,80;39,00
29.06.2016;35372;35415;52,4;9,40;43,00
30.06.2016;35415;35451;44;8,00;36,00
01.07.2016;35451;35498;58;11,00;47,00
02.07.2016;35498;35509;16,4;5,40;11,00
03.07.2016;35509;35539;35,7;5,70;30,00
04.07.2016;35539;35583;53,7;9,70;44,00
05.07.2016;35583;35622;45,9;6,90;39,00
06.07.2016;35622;35667;52,6;7,60;45,00
07.07.2016;35667;35722;61,6;6,60;55,00
08.07.2016;35722;35772;56,3;6,30;50,00
09.07.2016;35772;35816;55,7;11,70;44,00
10.07.2016;35816;35865;59,1;10,10;49,00
11.07.2016;35865;35904;43,8;4,80;39,00
12.07.2016;35904;35914;15,5;5,50;10,00
13.07.2016;35914;35932;27,7;9,70;18,00
14.07.2016;35932;35960;40,2;12,20;28,00
15.07.2016;35960;35995;38,7;3,70;36,50
16.07.2016;35995;36043;54,4;6,40;32,30
17.07.2016;36043;36084;48;7,00;47,40
18.07.2016;36084;36127;53,7;10,70;37,30
19.07.2016;36127;36178;59;8,00;45,70
20.07.2016;36178;36223;59,2;14,20;44,80
21.07.2016;36223;36259;42,1;6,10;36,00
22.07.2016;36259;36290;42,1;11,10;31,00
23.07.2016;36290;36319;35,6;6,60;29,00
24.07.2016;36319;36362;52,3;9,30;43,00
25.07.2016;36362;36391;39,5;10,50;29,00
26.07.2016;36391;36429;47;9,00;38,00
27.07.2016;36429;36471;49,3;7,30;42,00
28.07.2016;36471;36496;34;9,00;25,00
29.07.2016;36496;36534;46,9;8,90;38,00
30.07.2016;36534;36579;54,2;9,20;45,00
31.07.2016;36579;36589;14,8;4,80;10,00
01.08.2016;36589;36623;47,5;13,50;34,00
02.08.2016;36623;36633;15,8;5,80;10,00
03.08.2016;36633;36669;45,4;9,40;36,00
04.08.2016;36669;36702;41,5;8,50;33,00
05.08.2016;36702;36717;19,6;4,60;15,00
06.08.2016;36717;36749;37,7;5,70;32,00
07.08.2016;36749;36801;58,8;6,80;52,00
08.08.2016;36801;36841;49,3;9,30;40,00
09.08.2016;36841;36860;22;3,00;19,00
10.08.2016;36860;36888;37,5;9,50;28,00
11.08.2016;36888;36935;54,6;7,60;47,00
12.08.2016;36935;36946;17;6,00;11,00
13.08.2016;36946;36997;58,7;7,70;51,00
14.08.2016;36997;37039;55,7;13,70;42,00
15.08.2016;37039;37092;56,6;3,60;53,00
16.08.2016;37092;37142;55;5,00;50,00
17.08.2016;37142;37185;47;4,00;43,00
18.08.2016;37185;37207;25;3,00;22,00
19.08.2016;37207;37247;43;3,00;40,00
20.08.2016;37247;37260;18,4;5,40;13,00
21.08.2016;37260;37297;43,1;6,10;37,00
22.08.2016;37297;37337;47,6;7,60;40,00
23.08.2016;37337;37387;57,2;7,20;50,00
24.08.2016;37387;37439;57,3;5,30;52,00
25.08.2016;37439;37489;56,8;6,80;50,00
26.08.2016;37489;37538;54,9;5,90;49,00
27.08.2016;37538;37580;52,3;10,30;42,00
28.08.2016;37580;37623;40,2;-2,80;43,00
29.08.2016;37623;37648;28,4;3,40;25,00
30.08.2016;37648;37692;49,9;5,90;44,00
31.08.2016;37692;37737;51,7;6,70;45,00
01.09.2016;37737;37779;51;9,00;42,00
02.09.2016;37779;37818;51;12,00;39,00
03.09.2016;37818;37846;37,2;9,20;28,00
04.09.2016;37846;37855;15;6,00;9,00
05.09.2016;37855;37865;16,8;6,80;10,00
06.09.2016;37865;37908;51,3;8,30;43,00
07.09.2016;37908;37942;43;9,00;34,00
08.09.2016;37942;37988;53,9;7,90;46,00
09.09.2016;37988;38034;53,3;7,30;46,00
10.09.2016;38034;38079;50,8;5,80;45,00
11.09.2016;38079;38121;50,1;8,10;42,00
12.09.2016;38121;38158;46,8;9,80;37,00
13.09.2016;38158;38201;50,6;7,60;43,00
14.09.2016;38201;38243;50,9;8,90;42,00
15.09.2016;38243;38270;34,4;7,40;27,00
16.09.2016;38270;38292;30,1;8,10;22,00
17.09.2016;38292;38311;25,8;6,80;19,00
18.09.2016;38311;38311;5,1;5,10;0,00
19.09.2016;38311;38316;10;5,00;5,00
20.09.2016;38316;38329;19,4;6,40;13,00
21.09.2016;38329;38358;40,6;11,60;29,00
22.09.2016;38358;38397;49,1;10,10;39,00
23.09.2016;38397;38425;36,7;8,70;28,00
24.09.2016;38425;38468;50,1;7,10;43,00
25.09.2016;38468;38511;51,1;8,10;43,00
26.09.2016;38511;38516;11,5;6,50;5,00
27.09.2016;38516;38542;35,2;9,20;26,00
28.09.2016;38542;38574;42,5;10,50;32,00
29.09.2016;38574;38616;50,6;8,60;42,00
30.09.2016;38616;38640;31,3;7,30;24,00
01.10.2016;38640;38656;19,9;3,90;16,00
02.10.2016;38656;38672;21,6;5,60;16,00
03.10.2016;38672;38690;23;5,00;18,00
04.10.2016;38690;38695;10,4;5,40;5,00
05.10.2016;38695;38728;39,7;6,70;33,00
06.10.2016;38728;38730;5,4;3,40;2,00
07.10.2016;38730;38736;11,1;5,10;6,00
08.10.2016;38736;38743;12,3;5,30;7,00
09.10.2016;38743;38753;15,9;5,90;10,00
10.10.2016;38753;38765;17,3;5,30;12,00
11.10.2016;38765;38776;22,1;11,10;11,00
12.10.2016;38776;38799;30,2;7,20;23,00
13.10.2016;38799;38821;32,1;10,10;22,00
14.10.2016;38821;38827;11,7;5,70;6,00
15.10.2016;38827;38848;23,9;2,90;21,00
16.10.2016;38848;38885;45;8,00;37,00
17.10.2016;38885;38899;20,4;6,40;14,00
18.10.2016;38899;38904;12,3;7,30;5,00
19.10.2016;38904;38920;21,5;5,50;16,00
20.10.2016;38920;38926;9,6;3,60;6,00
21.10.2016;38926;38933;10,9;3,90;7,00
22.10.2016;38933;38949;21,2;5,20;16,00
23.10.2016;38949;38958;14,6;5,60;9,00
24.10.2016;38958;38963;10,8;5,80;5,00
25.10.2016;38963;38965;5;3,00;2,00
26.10.2016;38965;38966;6,5;5,50;1,00
27.10.2016;38966;38994;33,1;5,10;28,00
28.10.2016;38994;39017;31,2;8,20;23,00
29.10.2016;39017;39028;14,9;3,90;11,00
30.10.2016;39028;39046;25,4;7,40;18,00
31.10.2016;39046;39071;37,9;12,90;25,00
01.11.2016;39071;39095;33,7;9,70;24,00
02.11.2016;39095;39096;2,9;1,90;1,00
03.11.2016;39096;39105;17,7;8,70;9,00
04.11.2016;39105;39122;23,7;6,70;17,00
05.11.2016;39122;39122;6,2;6,20;0,00
06.11.2016;39122;39126;5,5;1,50;4,00
07.11.2016;39126;39133;13,1;6,10;7,00
08.11.2016;39133;39142;12,4;3,40;9,00
09.11.2016;39142;39148;10,7;4,70;6,00
10.11.2016;39148;39150;6,8;4,80;2,00
11.11.2016;39150;39150;3;3,00;0,00
12.11.2016;39150;39153;7;4,00;3,00
13.11.2016;39153;39164;18;7,00;11,00
14.11.2016;39164;39168;6,6;2,60;4,00
15.11.2016;39168;39170;6,9;4,90;2,00
16.11.2016;39170;39171;2,6;1,60;1,00
17.11.2016;39171;39178;12,3;5,30;7,00
18.11.2016;39178;39181;5,4;2,40;3,00
19.11.2016;39181;39181;2,5;2,50;0,00
20.11.2016;39181;39202;28,7;7,70;21,00
21.11.2016;39202;39204;4,7;2,70;2,00
22.11.2016;39204;39205;4,1;3,10;1,00
23.11.2016;39205;39205;3,9;3,90;0,00
24.11.2016;39205;39210;12,2;7,20;5,00
25.11.2016;39210;39210;2;2,00;0,00
26.11.2016;39210;39210;1;1,00;0,00
27.11.2016;39210;39211;4,3;3,30;1,00
28.11.2016;39211;39229;26,6;8,60;18,00
29.11.2016;39229;39252;29,2;6,20;23,00
30.11.2016;39252;39271;26,3;7,30;19,00
01.12.2016;39271;39283;22;10,00;12,00
02.12.2016;39283;39284;3,7;2,70;1,00
03.12.2016;39284;39304;28;8,00;20,00
04.12.2016;39304;39318;18,6;4,60;14,00
05.12.2016;39318;39337;25,6;6,60;19,00
06.12.2016;39337;39355;25,2;7,20;18,00
07.12.2016;39355;39373;24,5;6,50;18,00
08.12.2016;39373;39392;24,4;5,40;19,00
09.12.2016;39392;39397;11,6;6,60;5,00
10.12.2016;39397;39416;23,7;4,70;19,00
11.12.2016;39416;39416;1,9;1,90;0,00
12.12.2016;39416;39418;3,7;1,70;2,00
13.12.2016;39418;39430;17,3;5,30;12,00
14.12.2016;39430;39438;12,3;4,30;8,00
15.12.2016;39438;39450;22,9;10,90;12,00
16.12.2016;39450;39459;15,3;6,30;9,00
17.12.2016;39459;39467;11,4;3,40;8,00
18.12.2016;39467;39467;1,5;1,50;0,00
19.12.2016;39467;39468;2,9;1,90;1,00
20.12.2016;39468;39478;17,7;7,70;10,00
21.12.2016;39478;39493;22,1;7,10;15,00
22.12.2016;39493;39502;22,1;13,10;9,00
23.12.2016;39502;39505;6,3;3,30;3,00
24.12.2016;39505;39506;2,8;1,80;1,00
25.12.2016;39506;39507;4,7;3,70;1,00
26.12.2016;39507;39510;6,6;3,60;3,00
27.12.2016;39510;39515;10,9;5,90;5,00
28.12.2016;39515;39517;6;4,00;2,00
29.12.2016;39517;39535;24,4;6,40;18,00
30.12.2016;39535;39553;24,1;6,10;18,00
31.12.2016;39553;39573;24,8;4,80;20,00
