"Datum";"Zählerstand morgens";"Zählerstand abends";"Produktion";"Eigen verbrauch";"eingespeist"
29.07.2017;45378;45428;58;8,00;50,00
30.07.2017;45428;45467;48,6;9,60;39,00
31.07.2017;45467;45499;38,3;6,30;32,00
01.08.2017;45499;45542;48,6;5,60;43,00
02.08.2017;45542;45590;51,2;3,20;48,00
03.08.2017;45590;45613;27,7;4,70;23,00
04.08.2017;45613;45643;33,1;3,10;30,00
05.08.2017;45643;45678;40,6;5,60;35,00
06.08.2017;45678;45711;41,5;8,50;33,00
07.08.2017;45711;45768;61,7;4,70;57,00
08.08.2017;45768;45790;25,3;3,30;22,00
09.08.2017;45790;45815;27,5;2,50;25,00
10.08.2017;45815;45816;3,6;2,60;1,00
11.08.2017;45816;45828;14,4;2,40;12,00
12.08.2017;45828;45852;27,1;3,10;24,00
13.08.2017;45852;45897;47,7;2,70;45,00
14.08.2017;45897;45943;51,9;5,90;46,00
15.08.2017;45943;45988;51,8;6,80;45,00
16.08.2017;45988;46029;44,9;3,90;41,00
17.08.2017;46029;46072;48,3;5,30;43,00
18.08.2017;46072;46101;40;11,00;29,00
19.08.2017;46101;46140;42,3;3,30;39,00
20.08.2017;46140;46179;42,1;3,10;39,00
21.08.2017;46179;46228;56;7,00;49,00
22.08.2017;46228;46275;52,3;5,30;47,00
23.08.2017;46275;46325;56,3;6,30;50,00
24.08.2017;46325;46362;47,6;10,60;37,00
25.08.2017;46362;46403;49,8;8,80;41,00
26.08.2017;46403;46448;51,9;6,90;45,00
27.08.2017;46448;46473;31,8;6,80;25,00
28.08.2017;46473;46520;52,4;5,40;47,00
29.08.2017;46520;46570;55;5,00;50,00
30.08.2017;46570;46600;42,6;12,60;30,00
31.08.2017;46600;46603;7,6;4,60;3,00
01.09.2017;46603;46606;7,6;4,60;3,00
02.09.2017;46606;46627;29;8,00;21,00
03.09.2017;46627;46665;40,4;2,40;38,00
04.09.2017;46665;46697;40,5;8,50;32,00
05.09.2017;46697;46734;45,6;8,60;37,00
06.09.2017;46734;46753;24,5;5,50;19,00
07.09.2017;46753;46780;30,4;3,40;27,00
08.09.2017;46780;46803;33,2;10,20;23,00
09.09.2017;46803;46807;6,4;2,40;4,00
10.09.2017;46807;46837;36,5;6,50;30,00
11.09.2017;46837;46865;34,8;6,80;28,00
12.09.2017;46865;46888;30,1;7,10;23,00
13.09.2017;46888;46902;16,3;2,30;14,00
14.09.2017;46902;46912;14,4;4,40;10,00
15.09.2017;46912;46945;44;11,00;33,00
16.09.2017;46945;46960;18,1;3,10;15,00
17.09.2017;46960;46992;43;11,00;32,00
18.09.2017;46992;47015;25,2;2,20;23,00
19.09.2017;47015;47031;19,3;3,30;16,00
20.09.2017;47031;47053;26,3;4,30;22,00
21.09.2017;47053;47096;50,8;7,80;43,00
22.09.2017;47096;47137;49,2;8,20;41,00
23.09.2017;47137;47178;45,9;4,90;41,00
24.09.2017;47178;47207;37,2;8,20;29,00
25.09.2017;47207;47233;32,9;6,90;26,00
26.09.2017;47233;47263;38,8;8,80;30,00
27.09.2017;47263;47298;44,3;9,30;35,00
28.09.2017;47298;47323;31;6,00;25,00
29.09.2017;47323;47341;27,3;9,30;18,00
30.09.2017;47341;47364;28,6;5,60;23,00
01.10.2017;47364;47396;38,6;6,60;32,00
02.10.2017;47396;47406;14;4,00;10,00
03.10.2017;47406;47423;24,7;7,70;17,00
04.10.2017;47423;47443;25,5;5,50;20,00
05.10.2017;47443;47475;42,1;10,10;32,00
06.10.2017;47475;47484;12,9;3,90;9,00
07.10.2017;47484;47512;35,8;7,80;28,00
08.10.2017;47512;47515;8,4;5,40;3,00
09.10.2017;47515;47522;13,4;6,40;7,00
10.10.2017;47522;47526;10,2;6,20;4,00
11.10.2017;47526;47558;40,7;8,70;32,00
12.10.2017;47558;47569;15,3;4,30;11,00
13.10.2017;47569;47601;44;12,00;32,00
14.10.2017;47601;47641;45;5,00;40,00
15.10.2017;47641;47676;44,3;9,30;35,00
16.10.2017;47676;47713;42,3;5,30;37,00
17.10.2017;47713;47744;43,3;12,30;31,00
18.10.2017;47744;47780;41,4;5,40;36,00
19.10.2017;47780;47803;29,4;6,40;23,00
20.10.2017;47803;47816;19,2;6,20;13,00
21.10.2017;47816;47834;22;4,00;18,00
22.10.2017;47834;47849;20,4;5,40;15,00
23.10.2017;47849;47853;7,4;3,40;4,00
24.10.2017;47853;47869;24;8,00;16,00
25.10.2017;47869;47887;28,7;10,70;18,00
26.10.2017;47887;47909;27,3;5,30;22,00
27.10.2017;47909;47917;11,6;3,60;8,00
28.10.2017;47917;47923;10,8;4,80;6,00
29.10.2017;47923;47926;6,2;3,20;3,00
30.10.2017;47926;47935;14,2;5,20;9,00
31.10.2017;47935;47961;35,9;9,90;26,00
01.11.2017;47961;47972;16,8;5,80;11,00
02.11.2017;47972;47980;11,7;3,70;8,00
03.11.2017;47980;47985;10,6;5,60;5,00
04.11.2017;47985;47998;20;7,00;13,00
05.11.2017;47998;47999;2;1,00;1,00
06.11.2017;47999;48000;2,9;1,90;1,00
07.11.2017;48000;48000;1;1,00;0,00
08.11.2017;48000;48000;1,9;1,90;0,00
09.11.2017;48000;48002;3,6;1,60;2,00
10.11.2017;48002;48003;3,7;2,70;1,00
11.11.2017;48003;48003;3,9;3,90;0,00
12.11.2017;48003;48004;3,2;2,20;1,00
13.11.2017;48004;48006;5,7;3,70;2,00
14.11.2017;48006;48013;11,3;4,30;7,00
15.11.2017;48013;48041;31,2;3,20;28,00
16.11.2017;48041;48043;3,3;1,30;2,00
17.11.2017;48043;48044;4,1;3,10;1,00
18.11.2017;48044;48045;4,4;3,40;1,00
19.11.2017;48045;48047;5,4;3,40;2,00
20.11.2017;48047;48049;4,4;2,40;2,00
21.11.2017;48049;48052;5,6;2,60;3,00
22.11.2017;48052;48074;28,5;6,50;22,00
23.11.2017;48074;48081;13,7;6,70;7,00
24.11.2017;48081;48090;15,8;6,80;9,00
25.11.2017;48090;48090;1,4;1,40;0,00
26.11.2017;48090;48093;7;4,00;3,00
27.11.2017;48093;48098;7,7;2,70;5,00
28.11.2017;48098;48099;3;2,00;1,00
29.11.2017;48099;48105;10,3;4,30;6,00
30.11.2017;48105;48105;0;0,00;0,00
01.12.2017;48105;48105;0,3;0,30;0,00
02.12.2017;48105;48105;1;1,00;0,00
03.12.2017;48105;48105;2,6;2,60;0,00
04.12.2017;48105;48105;0,6;0,60;0,00
05.12.2017;48105;48108;5,8;2,80;3,00
06.12.2017;48108;48108;2,8;2,80;0,00
07.12.2017;48108;48127;26,2;7,20;19,00
08.12.2017;48127;48131;9,6;5,60;4,00
09.12.2017;48131;48135;6,8;2,80;4,00
10.12.2017;48135;48135;2,5;2,50;0,00
11.12.2017;48135;48136;2,5;1,50;1,00
12.12.2017;48136;48137;4;3,00;1,00
13.12.2017;48137;48150;19;6,00;13,00
14.12.2017;48150;48164;23,7;9,70;14,00
15.12.2017;48164;48172;12;4,00;8,00
16.12.2017;48172;48172;2;2,00;0,00
17.12.2017;48172;48173;3,6;2,60;1,00
18.12.2017;48173;48173;3;3,00;0,00
19.12.2017;48173;48174;1,6;0,60;1,00
20.12.2017;48174;48174;2,9;2,90;0,00
21.12.2017;48174;48175;3,3;2,30;1,00
22.12.2017;48175;48176;2,4;1,40;1,00
23.12.2017;48176;48176;3,4;3,40;0,00
24.12.2017;48176;48178;4,4;2,40;2,00
25.12.2017;48178;48193;24;9,00;15,00
26.12.2017;48193;48205;16,3;4,30;12,00
27.12.2017;48205;48206;3;2,00;1,00
28.12.2017;48206;48208;0,8;-1,20;2,00
29.12.2017;48208;48208;5,4;5,40;0,00
30.12.2017;48208;48209;3,3;2,30;1,00
31.12.2017;48209;48212;7,3;4,30;3,00
