"Datum";"Zählerstand morgens";"Zählerstand abends";"Produktion";"Eigen verbrauch";"eingespeist"
21.06.2014;19388;19441;63,40;10,40;53,00
22.06.2014;19441;19499;63,00;5,00;58,00
23.06.2014;19499;19545;57,00;11,00;46,00
24.06.2014;19545;19596;63,20;12,20;51,00
25.06.2014;19596;19627;40,10;9,10;31,00
26.06.2014;19627;19681;63,50;9,50;54,00
27.06.2014;19681;19727;55,60;9,60;46,00
28.06.2014;19727;19751;29,80;5,80;24,00
29.06.2014;19751;19764;21,40;8,40;13,00
30.06.2014;19764;19790;33,50;7,50;26,00
01.07.2014;19790;19831;52,80;11,80;41,00
02.07.2014;19831;19853;29,90;7,90;22,00
03.07.2014;19853;19908;62,40;7,40;55,00
04.07.2014;19908;19944;45,90;9,90;36,00
05.07.2014;19944;19974;36,10;6,10;30,00
06.07.2014;19974;20022;55,40;7,40;48,00
07.07.2014;20022;20048;32,40;6,40;26,00
08.07.2014;20048;20052;8,50;4,50;4,00
09.07.2014;20052;20060;15,10;7,10;8,00
10.07.2014;20060;20067;15,20;8,20;7,00
11.07.2014;20067;20102;41,10;6,10;35,00
12.07.2014;20102;20116;24,90;10,90;14,00
13.07.2014;20116;20151;44,90;9,90;35,00
14.07.2014;20151;20187;42,50;6,50;36,00
15.07.2014;20187;20231;55,90;11,90;44,00
16.07.2014;20231;20275;50,90;6,90;44,00
17.07.2014;20275;20320;58,50;13,50;45,00
18.07.2014;20320;20373;60,00;7,00;53,00
19.07.2014;20373;20420;57,70;10,70;47,00
20.07.2014;20420;20444;31,00;7,00;24,00
21.07.2014;20444;20458;20,00;6,00;14,00
22.07.2014;20458;20466;14,80;6,80;8,00
23.07.2014;20466;20506;49,30;9,30;40,00
24.07.2014;20506;20554;55,60;7,60;48,00
25.07.2014;20554;20591;46,70;9,70;37,00
26.07.2014;20591;20602;15,50;4,50;11,00
27.07.2014;20602;20641;47,80;8,80;39,00
28.07.2014;20641;20680;50,00;11,00;39,00
29.07.2014;20680;20687;13,70;6,70;7,00
30.07.2014;20687;20694;12,40;5,40;7,00
31.07.2014;20694;20734;48,70;8,70;40,00
01.08.2014;20734;20767;41,10;8,10;33,00
02.08.2014;20767;20787;28,10;8,10;20,00
03.08.2014;20787;20810;29,20;6,20;23,00
04.08.2014;20810;20859;57,20;8,20;49,00
05.08.2014;20859;20884;33,80;8,80;25,00
06.08.2014;20884;20919;46,70;11,70;35,00
07.08.2014;20919;20950;38,50;7,50;31,00
08.08.2014;20950;20988;47,20;9,20;38,00
09.08.2014;20988;21021;40,60;7,60;33,00
10.08.2014;21021;21053;41,30;9,30;32,00
11.08.2014;21053;21082;37,60;8,60;29,00
12.08.2014;21082;21116;42,20;8,20;34,00
13.08.2014;21116;21123;13,80;6,80;7,00
14.08.2014;21123;21149;33,60;7,60;26,00
15.08.2014;21149;21168;26,90;7,90;19,00
16.08.2014;21168;21194;30,90;4,90;26,00
17.08.2014;21194;21234;52,70;12,70;40,00
18.08.2014;21234;21254;26,00;6,00;20,00
19.08.2014;21254;21283;41,80;12,80;29,00
20.08.2014;21283;21310;41,00;14,00;27,00
21.08.2014;21310;21355;54,80;9,80;45,00
22.08.2014;21355;21386;46,00;15,00;31,00
23.08.2014;21386;21398;21,20;9,20;12,00
24.08.2014;21398;21421;36,20;13,20;23,00
25.08.2014;21421;21441;28,20;8,20;20,00
26.08.2014;21441;21457;20,90;4,90;16,00
27.08.2014;21457;21474;23,10;6,10;17,00
28.08.2014;21474;21518;47,40;3,40;44,00
29.08.2014;21518;21532;25,20;11,20;14,00
30.08.2014;21532;21578;54,40;8,40;46,00
31.08.2014;21578;21582;8,10;4,10;4,00
01.09.2014;21582;21595;16,90;3,90;13,00
02.09.2014;21595;21612;20,90;3,90;17,00
03.09.2014;21612;21617;8,50;3,50;5,00
04.09.2014;21617;21621;8,90;4,90;4,00
05.09.2014;21621;21658;46,50;9,50;37,00
06.09.2014;21658;21691;36,30;3,30;33,00
07.09.2014;21691;21721;40,50;10,50;30,00
08.09.2014;21721;21763;47,80;5,80;42,00
09.09.2014;21763;21791;37,50;9,50;28,00
10.09.2014;21791;21816;30,80;5,80;25,00
11.09.2014;21816;21840;30,40;6,40;24,00
12.09.2014;21840;21841;1,00;0,00;1,00
13.09.2014;21841;21848;19,90;12,90;7,00
14.09.2014;21848;21868;26,80;6,80;20,00
15.09.2014;21868;21881;18,40;5,40;13,00
16.09.2014;21881;21916;43,30;8,30;35,00
17.09.2014;21916;21956;52,80;12,80;40,00
18.09.2014;21956;21981;30,40;5,40;25,00
19.09.2014;21981;22005;31,60;7,60;24,00
20.09.2014;22005;22032;35,00;8,00;27,00
21.09.2014;22032;22042;14,90;4,90;10,00
22.09.2014;22042;22081;44,80;5,80;39,00
23.09.2014;22081;22109;42,40;14,40;28,00
24.09.2014;22109;22118;16,30;7,30;9,00
25.09.2014;22118;22155;46,90;9,90;37,00
26.09.2014;22155;22178;27,50;4,50;23,00
27.09.2014;22178;22216;48,00;10,00;38,00
28.09.2014;22216;22246;46,90;16,90;30,00
29.09.2014;22246;22246;0,00;0,00;0,00
30.09.2014;22246;22253;12,90;5,90;7,00
01.10.2014;22253;22278;34,00;9,00;25,00
02.10.2014;22278;22311;35,20;2,20;33,00
03.10.2014;22311;22350;47,30;8,30;39,00
04.10.2014;22350;22390;43,00;3,00;40,00
05.10.2014;22390;22418;36,40;8,40;28,00
06.10.2014;22418;22434;20,20;4,20;16,00
07.10.2014;22434;22438;10,30;6,30;4,00
08.10.2014;22438;22452;18,00;4,00;14,00
09.10.2014;22452;22478;41,00;15,00;26,00
10.10.2014;22478;22481;5,70;2,70;3,00
11.10.2014;22481;22487;9,70;3,70;6,00
12.10.2014;22487;22507;25,50;5,50;20,00
13.10.2014;22507;22510;6,00;3,00;3,00
14.10.2014;22510;22540;41,30;11,30;30,00
15.10.2014;22540;22562;31,20;9,20;22,00
16.10.2014;22562;22567;8,00;3,00;5,00
17.10.2014;22567;22571;10,80;6,80;4,00
18.10.2014;22571;22603;42,40;10,40;32,00
19.10.2014;22603;22631;42,60;14,60;28,00
20.10.2014;22631;22638;11,30;4,30;7,00
21.10.2014;22638;22649;17,00;6,00;11,00
22.10.2014;22649;22650;3,70;2,70;1,00
23.10.2014;22650;22657;11,70;4,70;7,00
24.10.2014;22657;22689;37,30;5,30;32,00
25.10.2014;22689;22698;16,40;7,40;9,00
26.10.2014;22698;22718;23,30;3,30;20,00
27.10.2014;22718;22738;28,40;8,40;20,00
28.10.2014;22738;22742;8,40;4,40;4,00
29.10.2014;22742;22760;27,70;9,70;18,00
30.10.2014;22760;22764;7,40;3,40;4,00
31.10.2014;22764;22781;28,50;11,50;17,00
01.11.2014;22781;22811;32,00;2,00;30,00
02.11.2014;22811;22838;34,80;7,80;27,00
03.11.2014;22838;22856;23,50;5,50;18,00
04.11.2014;22856;22862;13,00;7,00;6,00
05.11.2014;22862;22863;4,20;3,20;1,00
06.11.2014;22863;22866;9,40;6,40;3,00
07.11.2014;22866;22888;30,10;8,10;22,00
08.11.2014;22888;22918;33,50;3,50;30,00
09.11.2014;22918;22939;27,20;6,20;21,00
10.11.2014;22939;22941;7,00;5,00;2,00
11.11.2014;22941;22950;18,20;9,20;9,00
12.11.2014;22950;22950;3,00;3,00;0,00
13.11.2014;22950;22950;2,00;2,00;0,00
14.11.2014;22950;22967;26,50;9,50;17,00
15.11.2014;22967;22978;13,00;2,00;11,00
16.11.2014;22978;22986;15,50;7,50;8,00
17.11.2014;22986;22990;7,90;3,90;4,00
18.11.2014;22990;22990;2,00;2,00;0,00
19.11.2014;22990;22990;2,00;2,00;0,00
20.11.2014;22990;22995;7,00;2,00;5,00
21.11.2014;22995;22995;5,00;5,00;0,00
22.11.2014;22995;23017;26,40;4,40;22,00
23.11.2014;23017;23041;27,80;3,80;24,00
24.11.2014;23041;23057;18,90;2,90;16,00
25.11.2014;23057;23058;4,50;3,50;1,00
26.11.2014;23058;23059;5,00;4,00;1,00
27.11.2014;23059;23062;9,60;6,60;3,00
28.11.2014;23062;23084;25,90;3,90;22,00
29.11.2014;23084;23093;11,80;2,80;9,00
30.11.2014;23093;23096;4,70;1,70;3,00
01.12.2014;23096;23096;2,00;2,00;0,00
02.12.2014;23096;23096;1,00;1,00;0,00
03.12.2014;23096;23096;1,60;1,60;0,00
04.12.2014;23096;23096;1,60;1,60;0,00
05.12.2014;23096;23096;2,10;2,10;0,00
06.12.2014;23096;23096;1,00;1,00;0,00
07.12.2014;23096;23096;1,00;1,00;0,00
08.12.2014;23096;23097;4,50;3,50;1,00
09.12.2014;23097;23097;2,60;2,60;0,00
10.12.2014;23097;23098;3,70;2,70;1,00
11.12.2014;23098;23099;5,40;4,40;1,00
12.12.2014;23099;23100;9,10;8,10;1,00
13.12.2014;23100;23101;11,50;10,50;1,00
14.12.2014;23101;23101;1,70;1,70;0,00
15.12.2014;23101;23102;1,20;0,20;1,00
16.12.2014;23102;23102;3,40;3,40;0,00
17.12.2014;23102;23102;3,00;3,00;0,00
18.12.2014;23102;23102;3,00;3,00;0,00
19.12.2014;23102;23102;4,90;4,90;0,00
20.12.2014;23102;23103;4,30;3,30;1,00
21.12.2014;23103;23104;11,00;10,00;1,00
22.12.2014;23104;23109;15,30;10,30;5,00
23.12.2014;23109;23127;21,30;3,30;18,00
24.12.2014;23127;23129;5,60;3,60;2,00
25.12.2014;23129;23130;4,40;3,40;1,00
26.12.2014;23130;23130;1,00;1,00;0,00
27.12.2014;23130;23130;1,60;1,60;0,00
28.12.2014;23130;23130;0,00;0,00;0,00
29.12.2014;23130;23130;0,00;0,00;0,00
30.12.2014;23130;23130;0,00;0,00;0,00
31.12.2014;23130;23130;0,00;0,00;0,00
